"reference","country","study.length","habitat","species","overall.metric","sample.size","analysis2","success","AE.level","reserve.desig","mowing","grazing","fertpest","nest.protect","predator.control","water"
41,"United Kingdom",14,"mixed arable/pastoral","redshank","abundance","medium","multivariate",1,"higher","none","none","none","none","none","none","none"
41,"United Kingdom",14,"mixed arable/pastoral","oystercatcher","abundance","medium","multivariate",0,"higher","none","none","none","none","none","none","none"
41,"United Kingdom",14,"mixed arable/pastoral","curlew","abundance","medium","multivariate",0,"higher","none","none","none","none","none","none","none"
41,"United Kingdom",14,"mixed arable/pastoral","snipe","abundance","medium","multivariate",0,"higher","none","none","none","none","none","none","none"
41,"United Kingdom",14,"mixed arable/pastoral","lapwing","abundance","medium","multivariate",0,"higher","none","reduced","reduced","none","none","none","none"
41,"United Kingdom",14,"mixed arable/pastoral","redshank","abundance","medium","multivariate",0,"higher","none","reduced","reduced","none","none","none","none"
41,"United Kingdom",14,"mixed arable/pastoral","oystercatcher","abundance","medium","multivariate",0,"higher","none","reduced","reduced","none","none","none","none"
41,"United Kingdom",14,"mixed arable/pastoral","curlew","abundance","medium","multivariate",0,"higher","none","reduced","reduced","none","none","none","none"
41,"United Kingdom",14,"mixed arable/pastoral","snipe","abundance","medium","multivariate",0,"higher","none","reduced","reduced","none","none","none","none"
41,"United Kingdom",14,"mixed arable/pastoral","lapwing","abundance","medium","multivariate",0,"higher","none","none","none","none","none","none","applied"
41,"United Kingdom",14,"mixed arable/pastoral","redshank","abundance","medium","multivariate",0,"higher","none","none","none","none","none","none","applied"
41,"United Kingdom",14,"mixed arable/pastoral","oystercatcher","abundance","medium","multivariate",0,"higher","none","none","none","none","none","none","applied"
41,"United Kingdom",14,"mixed arable/pastoral","curlew","abundance","medium","multivariate",0,"higher","none","none","none","none","none","none","applied"
41,"United Kingdom",14,"mixed arable/pastoral","snipe","abundance","medium","multivariate",0,"higher","none","none","none","none","none","none","applied"
41,"United Kingdom",14,"mixed arable/pastoral","lapwing","abundance","medium","multivariate",0,"higher","none","reduced","reduced","none","none","none","applied"
41,"United Kingdom",14,"mixed arable/pastoral","redshank","abundance","medium","multivariate",0,"higher","none","reduced","reduced","none","none","none","applied"
41,"United Kingdom",14,"mixed arable/pastoral","oystercatcher","abundance","medium","multivariate",0,"higher","none","reduced","reduced","none","none","none","applied"
41,"United Kingdom",14,"mixed arable/pastoral","curlew","abundance","medium","multivariate",0,"higher","none","reduced","reduced","none","none","none","applied"
41,"United Kingdom",14,"mixed arable/pastoral","snipe","abundance","medium","multivariate",0,"higher","none","reduced","reduced","none","none","none","applied"
41,"United Kingdom",14,"mixed arable/pastoral","lapwing","abundance","medium","multivariate",1,"higher","none","reduced","reduced","none","none","none","none"
41,"United Kingdom",14,"mixed arable/pastoral","redshank","abundance","medium","multivariate",1,"higher","none","reduced","reduced","none","none","none","none"
41,"United Kingdom",14,"mixed arable/pastoral","oystercatcher","abundance","medium","multivariate",0,"higher","none","reduced","reduced","none","none","none","none"
41,"United Kingdom",14,"mixed arable/pastoral","curlew","abundance","medium","multivariate",0,"higher","none","reduced","reduced","none","none","none","none"
41,"United Kingdom",14,"mixed arable/pastoral","snipe","abundance","medium","multivariate",1,"higher","none","reduced","reduced","none","none","none","none"
41,"United Kingdom",14,"mixed arable/pastoral","lapwing","abundance","medium","multivariate",0,"higher","none","none","none","none","none","none","applied"
41,"United Kingdom",14,"mixed arable/pastoral","redshank","abundance","medium","multivariate",0,"higher","none","none","none","none","none","none","applied"
41,"United Kingdom",14,"mixed arable/pastoral","oystercatcher","abundance","medium","multivariate",0,"higher","none","none","none","none","none","none","applied"
41,"United Kingdom",14,"mixed arable/pastoral","curlew","abundance","medium","multivariate",0,"higher","none","none","none","none","none","none","applied"
41,"United Kingdom",14,"mixed arable/pastoral","snipe","abundance","medium","multivariate",0,"higher","none","none","none","none","none","none","applied"
42,"Denmark",12,"pastoral","lapwing","abundance","small","multivariate",1,"none","none","none","applied","none","none","none","none"
42,"Denmark",12,"pastoral","redshank","abundance","small","multivariate",0,"none","none","none","applied","none","none","none","none"
42,"Denmark",12,"pastoral","oystercatcher","abundance","small","multivariate",0,"none","none","none","applied","none","none","none","none"
42,"Denmark",12,"pastoral","lapwing","abundance","small","multivariate",0,"none","none","none","none","none","none","none","applied"
42,"Denmark",12,"pastoral","redshank","abundance","small","multivariate",1,"none","none","none","none","none","none","none","applied"
42,"Denmark",12,"pastoral","oystercatcher","abundance","small","multivariate",0,"none","none","none","none","none","none","none","applied"
43,"Netherlands",13,"pastoral","lapwing","abundance change","large","univariate",1,"higher","none","reduced","none","none","applied","none","none"
43,"Netherlands",13,"pastoral","black-tailed godwit","abundance change","large","univariate",0,"higher","none","reduced","none","none","applied","none","none"
43,"Netherlands",13,"pastoral","redshank","abundance change","large","univariate",0,"higher","none","reduced","none","none","applied","none","none"
43,"Netherlands",13,"pastoral","oystercatcher","abundance change","large","univariate",0,"higher","none","reduced","none","none","applied","none","none"
43,"Netherlands",13,"pastoral","lapwing","abundance change","large","univariate",0,"higher","none","reduced","none","none","applied","none","none"
43,"Netherlands",13,"pastoral","black-tailed godwit","abundance change","large","univariate",0,"higher","none","reduced","none","none","applied","none","none"
43,"Netherlands",13,"pastoral","redshank","abundance change","large","univariate",0,"higher","none","reduced","none","none","applied","none","none"
43,"Netherlands",13,"pastoral","oystercatcher","abundance change","large","univariate",0,"higher","none","reduced","none","none","applied","none","none"
43,"Netherlands",13,"pastoral","lapwing","abundance change","large","univariate",0,"none","applied","reduced","none","none","none","none","none"
43,"Netherlands",13,"pastoral","black-tailed godwit","abundance change","large","univariate",0,"none","applied","reduced","none","none","none","none","none"
43,"Netherlands",13,"pastoral","redshank","abundance change","large","univariate",0,"none","applied","reduced","none","none","none","none","none"
43,"Netherlands",13,"pastoral","oystercatcher","abundance change","large","univariate",1,"none","applied","reduced","none","none","none","none","none"
44,"Sweden",16,"pastoral","lapwing","abundance","large","multivariate",1,"none","none","none","applied","none","none","none","none"
44,"Sweden",16,"pastoral","redshank","abundance","large","multivariate",1,"none","none","none","applied","none","none","none","none"
44,"Sweden",16,"pastoral","oystercatcher","abundance","large","multivariate",1,"none","none","none","applied","none","none","none","none"
46,"United Kingdom",6,"unenclosed","lapwing","productivity (nest level)","small","univariate",1,"none","none","none","none","none","none","applied","none"
46,"United Kingdom",6,"unenclosed","curlew","productivity (nest level)","small","univariate",1,"none","none","none","none","none","none","applied","none"
46,"United Kingdom",6,"unenclosed","redshank","productivity (nest level)","small","univariate",1,"none","none","none","none","none","none","applied","none"
46,"United Kingdom",6,"unenclosed","oystercatcher","productivity (nest level)","small","univariate",0,"none","none","none","none","none","none","applied","none"
46,"United Kingdom",6,"unenclosed","snipe","productivity (nest level)","small","univariate",0,"none","none","none","none","none","none","applied","none"
46,"United Kingdom",6,"unenclosed","lapwing","abundance","small","univariate",0,"none","none","none","none","none","none","applied","none"
46,"United Kingdom",6,"unenclosed","curlew","abundance","small","univariate",0,"none","none","none","none","none","none","applied","none"
46,"United Kingdom",6,"unenclosed","redshank","abundance","small","univariate",0,"none","none","none","none","none","none","applied","none"
46,"United Kingdom",6,"unenclosed","oystercatcher","abundance","small","univariate",0,"none","none","none","none","none","none","applied","none"
46,"United Kingdom",6,"unenclosed","snipe","abundance","small","univariate",0,"none","none","none","none","none","none","applied","none"
48,"Finland",2,"arable","lapwing","abundance","large","multivariate",1,"none","none","none","applied","none","none","none","none"
48,"Finland",2,"arable","lapwing","abundance","large","multivariate",1,"none","none","none","none","reduced","none","none","none"
49,"Switerland",2,"mixed arable/pastoral","lapwing","productivity (chick level)","large","multivariate",0,"none","none","none","none","none","applied","none","none"
49,"Switerland",2,"mixed arable/pastoral","lapwing","productivity (chick level)","large","multivariate",1,"none","none","none","none","none","applied","none","none"
49,"Switerland",2,"mixed arable/pastoral","lapwing","productivity (chick level)","large","multivariate",1,"none","none","none","none","none","applied","none","none"
49,"Switerland",2,"mixed arable/pastoral","lapwing","productivity (chick level)","large","multivariate",1,"none","none","none","none","none","applied","none","none"
50,"Netherlands",3,"pastoral","black-tailed godwit","productivity (nest level)","large","multivariate",1,"higher","none","reduced","reduced","none","applied","none","applied"
50,"Netherlands",3,"pastoral","black-tailed godwit","productivity (nest level)","large","multivariate",1,"higher","none","reduced","reduced","none","applied","none","applied"
50,"Netherlands",3,"pastoral","black-tailed godwit","productivity (chick level)","large","multivariate",0,"higher","none","reduced","reduced","none","applied","none","applied"
50,"Netherlands",3,"pastoral","black-tailed godwit","productivity (nest + chick)","large","multivariate",0,"higher","none","reduced","reduced","none","applied","none","applied"
51,"Netherlands",3,"pastoral","black-tailed godwit","productivity (chick level)","large","multivariate",0,"none","none","none","applied","none","none","none","none"
51,"Netherlands",3,"mixed arable/pastoral","lapwing","productivity (chick level)","large","multivariate",1,"none","none","none","applied","none","none","none","none"
51,"Netherlands",3,"pastoral","black-tailed godwit","productivity (chick level)","large","multivariate",0,"none","none","none","none","none","none","none","none"
52,"United Kingdom",4,"arable","lapwing","abundance change","small","multivariate",1,"higher","none","none","none","none","none","none","none"
53,"United Kingdom",2,"arable","lapwing","productivity (nest level)","large","multivariate",1,"higher","none","none","none","none","none","none","none"
53,"United Kingdom",2,"arable","lapwing","productivity (nest level)","medium","multivariate",1,"higher","none","none","none","none","none","none","none"
54,"United Kingdom",1,"mixed pastoral/unenclosed","redshank","occupancy","small","multivariate",1,"none","none","none","none","none","none","none","applied"
54,"United Kingdom",1,"mixed pastoral/unenclosed","redshank","occupancy","small","multivariate",0,"none","none","none","applied","none","none","none","none"
54,"United Kingdom",1,"mixed pastoral/unenclosed","redshank","abundance","small","multivariate",1,"none","none","none","none","none","none","none","applied"
54,"United Kingdom",1,"mixed pastoral/unenclosed","redshank","abundance","small","multivariate",0,"none","none","none","applied","none","none","none","none"
54,"United Kingdom",1,"mixed pastoral/unenclosed","redshank","productivity (nest level)","medium","multivariate",0,"none","none","none","none","none","none","none","applied"
54,"United Kingdom",1,"mixed pastoral/unenclosed","redshank","productivity (nest level)","medium","multivariate",0,"none","none","none","applied","none","none","none","none"
55,"United Kingdom",5,"pastoral","lapwing","abundance","large","multivariate",1,"higher","none","none","none","none","none","none","none"
55,"United Kingdom",5,"pastoral","lapwing","abundance change","large","multivariate",0,"higher","none","none","none","none","none","none","none"
55,"United Kingdom",5,"pastoral","lapwing","productivity (nest + chick)","large","multivariate",1,"higher","none","none","none","none","none","none","none"
55,"United Kingdom",5,"pastoral","lapwing","abundance","large","multivariate",1,"higher","none","none","applied","none","none","none","none"
55,"United Kingdom",5,"pastoral","lapwing","productivity (nest + chick)","large","multivariate",1,"higher","none","none","applied","none","none","none","none"
56,"United Kingdom",6,"arable","lapwing","occupancy","large","multivariate",0,"basic","none","none","none","reduced","none","none","none"
56,"United Kingdom",6,"arable","lapwing","occupancy","large","multivariate",0,"basic","none","none","none","none","none","none","none"
56,"United Kingdom",6,"arable","lapwing","occupancy","large","multivariate",0,"basic","none","none","none","none","none","none","none"
56,"United Kingdom",6,"arable","lapwing","occupancy","large","multivariate",0,"basic","none","none","none","none","none","none","none"
56,"United Kingdom",6,"arable","lapwing","abundance change","medium","multivariate",0,"basic","none","none","none","none","none","none","none"
57,"Netherlands",1,"pastoral","oystercatcher","abundance","medium","multivariate",0,"basic","none","reduced","none","none","applied","none","none"
57,"Netherlands",1,"pastoral","black-tailed godwit","abundance","medium","multivariate",0,"basic","none","reduced","none","none","applied","none","none"
57,"Netherlands",1,"pastoral","redshank","abundance","medium","multivariate",1,"basic","none","reduced","none","none","applied","none","none"
57,"Netherlands",1,"pastoral","lapwing","abundance","medium","multivariate",0,"basic","none","reduced","none","none","applied","none","none"
57,"Netherlands",1,"pastoral","oystercatcher","abundance","medium","multivariate",0,"basic","none","reduced","none","none","none","none","none"
57,"Netherlands",1,"pastoral","black-tailed godwit","abundance","medium","multivariate",0,"basic","none","reduced","none","none","none","none","none"
57,"Netherlands",1,"pastoral","redshank","abundance","medium","multivariate",0,"basic","none","reduced","none","none","none","none","none"
57,"Netherlands",1,"pastoral","lapwing","abundance","medium","multivariate",0,"basic","none","reduced","none","none","none","none","none"
57,"Netherlands",1,"pastoral","oystercatcher","abundance","medium","multivariate",0,"basic","none","none","none","none","applied","none","none"
57,"Netherlands",1,"pastoral","black-tailed godwit","abundance","medium","multivariate",0,"basic","none","none","none","none","applied","none","none"
57,"Netherlands",1,"pastoral","redshank","abundance","medium","multivariate",1,"basic","none","none","none","none","applied","none","none"
57,"Netherlands",1,"pastoral","lapwing","abundance","medium","multivariate",0,"basic","none","none","none","none","applied","none","none"
57,"Netherlands",1,"pastoral","oystercatcher","abundance","medium","multivariate",1,"basic","none","none","none","none","none","none","reduced"
57,"Netherlands",1,"pastoral","black-tailed godwit","abundance","medium","multivariate",0,"basic","none","none","none","none","none","none","reduced"
57,"Netherlands",1,"pastoral","redshank","abundance","medium","multivariate",0,"basic","none","none","none","none","none","none","reduced"
57,"Netherlands",1,"pastoral","lapwing","abundance","medium","multivariate",0,"basic","none","none","none","none","none","none","reduced"
57,"Netherlands",1,"pastoral","oystercatcher","abundance","medium","multivariate",0,"none","none","reduced","none","none","none","none","reduced"
57,"Netherlands",1,"pastoral","black-tailed godwit","abundance","medium","multivariate",0,"none","none","reduced","none","none","none","none","reduced"
57,"Netherlands",1,"pastoral","redshank","abundance","medium","multivariate",0,"none","none","reduced","none","none","none","none","reduced"
57,"Netherlands",1,"pastoral","lapwing","abundance","medium","multivariate",0,"none","none","reduced","none","none","none","none","reduced"
57,"Netherlands",1,"pastoral","oystercatcher","abundance","medium","multivariate",0,"basic","none","reduced","none","none","applied","none","none"
57,"Netherlands",1,"pastoral","black-tailed godwit","abundance","medium","multivariate",0,"basic","none","reduced","none","none","applied","none","none"
57,"Netherlands",1,"pastoral","redshank","abundance","medium","multivariate",0,"basic","none","reduced","none","none","applied","none","none"
57,"Netherlands",1,"pastoral","lapwing","abundance","medium","multivariate",0,"basic","none","reduced","none","none","applied","none","none"
57,"Netherlands",1,"pastoral","oystercatcher","abundance","medium","multivariate",0,"basic","none","reduced","none","none","none","none","none"
57,"Netherlands",1,"pastoral","black-tailed godwit","abundance","medium","multivariate",0,"basic","none","reduced","none","none","none","none","none"
57,"Netherlands",1,"pastoral","redshank","abundance","medium","multivariate",0,"basic","none","reduced","none","none","none","none","none"
57,"Netherlands",1,"pastoral","lapwing","abundance","medium","multivariate",0,"basic","none","reduced","none","none","none","none","none"
57,"Netherlands",1,"pastoral","oystercatcher","abundance","medium","multivariate",0,"basic","none","none","none","none","applied","none","none"
57,"Netherlands",1,"pastoral","black-tailed godwit","abundance","medium","multivariate",0,"basic","none","none","none","none","applied","none","none"
57,"Netherlands",1,"pastoral","redshank","abundance","medium","multivariate",0,"basic","none","none","none","none","applied","none","none"
57,"Netherlands",1,"pastoral","lapwing","abundance","medium","multivariate",0,"basic","none","none","none","none","applied","none","none"
57,"Netherlands",1,"pastoral","black-tailed godwit","abundance","medium","multivariate",0,"basic","none","none","none","none","none","none","reduced"
57,"Netherlands",1,"pastoral","black-tailed godwit","abundance","medium","multivariate",0,"none","none","none","none","none","none","none","reduced"
58,"Netherlands",1,"pastoral","black-tailed godwit","abundance","large","multivariate",0,"none","none","none","applied","none","none","none","none"
58,"Netherlands",1,"pastoral","black-tailed godwit","abundance","large","multivariate",0,"none","none","none","applied","none","none","none","none"
58,"Netherlands",1,"pastoral","black-tailed godwit","abundance","large","multivariate",0,"none","none","none","applied","none","none","none","none"
58,"Netherlands",1,"pastoral","black-tailed godwit","abundance","large","multivariate",0,"none","none","none","applied","none","none","none","none"
58,"Netherlands",1,"pastoral","lapwing","abundance","large","multivariate",1,"none","none","none","applied","none","none","none","none"
58,"Netherlands",1,"pastoral","lapwing","abundance","large","multivariate",0,"none","none","none","applied","none","none","none","none"
58,"Netherlands",1,"pastoral","lapwing","abundance","large","multivariate",1,"none","none","none","applied","none","none","none","none"
58,"Netherlands",1,"pastoral","lapwing","abundance","large","multivariate",0,"none","none","none","applied","none","none","none","none"
58,"Netherlands",1,"pastoral","redshank","abundance","large","multivariate",0,"none","none","none","applied","none","none","none","none"
58,"Netherlands",1,"pastoral","redshank","abundance","large","multivariate",0,"none","none","none","applied","none","none","none","none"
58,"Netherlands",1,"pastoral","redshank","abundance","large","multivariate",0,"none","none","none","applied","none","none","none","none"
58,"Netherlands",1,"pastoral","redshank","abundance","large","multivariate",0,"none","none","none","applied","none","none","none","none"
58,"Netherlands",1,"pastoral","oystercatcher","abundance","large","multivariate",0,"none","none","none","applied","none","none","none","none"
58,"Netherlands",1,"pastoral","oystercatcher","abundance","large","multivariate",0,"none","none","none","applied","none","none","none","none"
58,"Netherlands",1,"pastoral","oystercatcher","abundance","large","multivariate",0,"none","none","none","applied","none","none","none","none"
58,"Netherlands",1,"pastoral","oystercatcher","abundance","large","multivariate",0,"none","none","none","applied","none","none","none","none"
59,"United Kingdom",2,"mixed pastoral/unenclosed","redshank","abundance","medium","",0,"none","none","none","applied","none","none","none","none"
59,"United Kingdom",2,"mixed pastoral/unenclosed","lapwing","abundance","medium","",0,"none","none","none","applied","none","none","none","none"
59,"United Kingdom",2,"mixed pastoral/unenclosed","snipe","abundance","medium","",0,"none","none","none","applied","none","none","none","none"
59,"United Kingdom",2,"mixed pastoral/unenclosed","redshank","abundance","medium","",0,"none","none","none","applied","none","none","none","none"
59,"United Kingdom",2,"mixed pastoral/unenclosed","lapwing","abundance","medium","",0,"none","none","none","applied","none","none","none","none"
59,"United Kingdom",2,"mixed pastoral/unenclosed","snipe","abundance","medium","",0,"none","none","none","applied","none","none","none","none"
60,"United Kingdom",4,"arable","curlew","abundance","small","univariate",1,"basic","none","none","none","none","none","none","none"
60,"United Kingdom",4,"arable","lapwing","abundance","small","univariate",0,"basic","none","none","none","none","none","none","none"
60,"United Kingdom",4,"arable","oystercatcher","abundance","small","univariate",0,"basic","none","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","oystercatcher","occupancy","large","multivariate",1,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","oystercatcher","occupancy","large","multivariate",1,"basic","none","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","oystercatcher","occupancy","large","multivariate",0,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","oystercatcher","occupancy","large","multivariate",1,"none","none","none","applied","none","none","none","none"
61,"United Kingdom",21,"pastoral","oystercatcher","abundance","large","multivariate",0,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","oystercatcher","abundance","large","multivariate",0,"basic","none","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","oystercatcher","abundance","large","multivariate",1,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","oystercatcher","abundance","large","multivariate",0,"none","none","none","applied","none","none","none","none"
61,"United Kingdom",21,"pastoral","oystercatcher","abundance change","large","multivariate",0,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","oystercatcher","abundance change","large","multivariate",0,"basic","none","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","oystercatcher","abundance change","large","multivariate",1,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","oystercatcher","abundance change","large","multivariate",0,"none","none","none","applied","none","none","none","none"
61,"United Kingdom",21,"pastoral","lapwing","occupancy","large","multivariate",1,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","lapwing","occupancy","large","multivariate",1,"basic","none","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","lapwing","occupancy","large","multivariate",0,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","lapwing","occupancy","large","multivariate",0,"none","none","none","applied","none","none","none","none"
61,"United Kingdom",21,"pastoral","lapwing","abundance","large","multivariate",0,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","lapwing","abundance","large","multivariate",0,"basic","none","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","lapwing","abundance","large","multivariate",1,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","lapwing","abundance","large","multivariate",0,"none","none","none","applied","none","none","none","none"
61,"United Kingdom",21,"pastoral","lapwing","abundance change","large","multivariate",1,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","lapwing","abundance change","large","multivariate",0,"basic","none","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","lapwing","abundance change","large","multivariate",0,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","lapwing","abundance change","large","multivariate",0,"none","none","none","applied","none","none","none","none"
61,"United Kingdom",21,"pastoral","snipe","occupancy","large","multivariate",1,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","snipe","occupancy","large","multivariate",0,"basic","none","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","snipe","occupancy","large","multivariate",1,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","snipe","occupancy","large","multivariate",0,"none","none","none","applied","none","none","none","none"
61,"United Kingdom",21,"pastoral","snipe","abundance","large","multivariate",0,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","snipe","abundance","large","multivariate",0,"basic","none","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","snipe","abundance","large","multivariate",1,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","snipe","abundance","large","multivariate",1,"none","none","none","applied","none","none","none","none"
61,"United Kingdom",21,"pastoral","curlew","occupancy","large","multivariate",0,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","curlew","occupancy","large","multivariate",0,"basic","none","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","curlew","occupancy","large","multivariate",0,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","curlew","occupancy","large","multivariate",1,"none","none","none","applied","none","none","none","none"
61,"United Kingdom",21,"pastoral","curlew","abundance","large","multivariate",0,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","curlew","abundance","large","multivariate",0,"basic","none","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","curlew","abundance","large","multivariate",0,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","curlew","abundance","large","multivariate",0,"none","none","none","applied","none","none","none","none"
61,"United Kingdom",21,"pastoral","curlew","abundance change","large","multivariate",0,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","curlew","abundance change","large","multivariate",0,"basic","none","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","curlew","abundance change","large","multivariate",0,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","curlew","abundance change","large","multivariate",0,"none","none","none","applied","none","none","none","none"
61,"United Kingdom",21,"pastoral","redshank","occupancy","large","multivariate",1,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","redshank","occupancy","large","multivariate",0,"basic","none","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","redshank","occupancy","large","multivariate",0,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","redshank","occupancy","large","multivariate",0,"none","none","none","applied","none","none","none","none"
61,"United Kingdom",21,"pastoral","redshank","abundance","large","multivariate",1,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","redshank","abundance","large","multivariate",0,"basic","none","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","redshank","abundance","large","multivariate",1,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","redshank","abundance","large","multivariate",0,"none","none","none","applied","none","none","none","none"
61,"United Kingdom",21,"pastoral","redshank","abundance change","large","multivariate",1,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","redshank","abundance change","large","multivariate",1,"basic","none","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","redshank","abundance change","large","multivariate",0,"none","applied","none","none","none","none","none","none"
61,"United Kingdom",21,"pastoral","redshank","abundance change","large","multivariate",1,"none","none","none","applied","none","none","none","none"
62,"United Kingdom",21,"pastoral","lapwing","abundance change","large","multivariate",1,"none","applied","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","lapwing","abundance change","large","multivariate",1,"none","applied","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","lapwing","abundance change","large","multivariate",0,"basic","none","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","lapwing","abundance change","large","multivariate",0,"basic","applied","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","lapwing","abundance change","large","multivariate",0,"basic","applied","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","lapwing","abundance change","large","multivariate",1,"higher","none","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","lapwing","abundance change","large","multivariate",1,"higher","applied","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","lapwing","abundance change","large","multivariate",1,"higher","applied","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","snipe","abundance change","large","multivariate",1,"none","applied","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","snipe","abundance change","large","multivariate",1,"none","applied","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","snipe","abundance change","large","multivariate",0,"basic","none","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","snipe","abundance change","large","multivariate",0,"basic","applied","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","snipe","abundance change","large","multivariate",0,"basic","applied","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","snipe","abundance change","large","multivariate",1,"higher","none","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","snipe","abundance change","large","multivariate",1,"higher","applied","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","snipe","abundance change","large","multivariate",1,"higher","applied","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","redshank","abundance change","large","multivariate",1,"none","applied","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","redshank","abundance change","large","multivariate",1,"none","applied","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","redshank","abundance change","large","multivariate",1,"basic","none","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","redshank","abundance change","large","multivariate",1,"basic","applied","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","redshank","abundance change","large","multivariate",1,"basic","applied","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","redshank","abundance change","large","multivariate",1,"higher","none","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","redshank","abundance change","large","multivariate",1,"higher","applied","none","none","none","none","none","none"
62,"United Kingdom",21,"pastoral","redshank","abundance change","large","multivariate",1,"higher","applied","none","none","none","none","none","none"
