"","reference","record","lit.type","score","country","region1","habitat","habitat1","habitat2","start.year","end.year","study.type","species","assemblage","AE","basic.AE","higher.AE","reserve","designation","mowing","grazing","fertilizer","pesticide","nest.protect.ag","nest.protect.predation","groundwater.drainage","surface.water","predator.control","other.mgmt","mgmt.notes","overall.metric","specific.metric","metric.before","metric.after","stan.metric","stan.calc","stan.metric.before","stan.metric.after","stan.effect.size","sig","effect.dir","analysis.unit","sample.size","analysis1","analysis2","analysis3","log.effect.size","percent.change.effect.size","values.from.plot","success","failure","outcome","fertpest","water","nest.protect","reserve.desig","AE.level","study.length","metric"
"135",8,3,"primary","poor","United Kingdom","England","pastoral","upland","upland grassland, improved grassland",1985,1987,"correlative","lapwing","N","none","none","none","none","none","none","none","applied","none","none","none","applied","none","none","none","","productivity (nest level)","classical nest success",32.3,22.3,"nest survival (Mayfield)","converted using correction factor of Hötker, 2010, WSGB 117(1):59-66",0.19,0.13,"-0.33","N","negative","individual","large","frequentist","univariate","t-test","-0.363667979","-0.31","",0,0,0,"applied","reduced","none","none","none",3,"productivity"
"136",8,4,"primary","poor","United Kingdom","England","pastoral","upland","upland grassland, improved grassland",1985,1987,"correlative","lapwing","N","none","none","none","none","none","none","applied","none","none","none","none","none","none","none","none","","productivity (nest + chick)","fledglings per breeding pair",0.6,0.92,"fledglings per breeding pair","",0.6,0.92,"0.53","N","positive","individual","large","frequentist","univariate","t-test","0.255346692","0.53","",0,0,0,"none","none","none","none","none",3,"productivity"
"137",8,5,"primary","poor","United Kingdom","England","pastoral","upland","upland grassland, improved grassland",1985,1987,"correlative","lapwing","N","none","none","none","none","none","none","applied","applied","none","none","none","applied","none","none","none","","productivity (nest + chick)","fledglings per breeding pair",0.6,0.31,"fledglings per breeding pair","",0.6,0.31,"-0.48","Y","negative","individual","large","frequentist","univariate","t-test","-0.306031211","-0.48","",0,1,-1,"applied","reduced","none","none","none",3,"productivity"
"138",8,6,"primary","poor","United Kingdom","England","pastoral","upland","upland grassland, improved grassland",1985,1987,"correlative","lapwing","N","none","none","none","none","none","none","none","applied","none","none","none","applied","none","none","none","","productivity (nest + chick)","fledglings per breeding pair",0.6,0.23,"fledglings per breeding pair","",0.6,0.23,"-0.62","Y","negative","individual","large","frequentist","univariate","t-test","-0.410020925","-0.62","",0,1,-1,"applied","reduced","none","none","none",3,"productivity"
"139",9,1,"primary","poor","United Kingdom","England","mixed arable/pastoral","upland","upland grassland, improved grassland",1985,1987,"correlative","lapwing","N","none","none","none","none","none","none","applied","none","none","none","none","none","none","none","none","","productivity (nest level)","nest survival",91.8,98.1,"nest survival (Mayfield)","percentage to proportion",0.92,0.98,"0.07","U","positive","individual","large","frequentist","univariate","t-test","0.06602712","0.07","",0,0,0,"none","none","none","none","none",3,"productivity"
"140",9,2,"primary","poor","United Kingdom","England","mixed arable/pastoral","upland","upland grassland, improved grassland",1985,1987,"correlative","lapwing","N","none","none","none","none","none","none","applied","applied","none","none","none","applied","none","none","none","","productivity (nest level)","nest survival",91.8,94.5,"nest survival (Mayfield)","percentage to proportion",0.92,0.95,"0.03","U","positive","individual","large","frequentist","univariate","t-test","0.02883275","0.03","",0,0,0,"applied","reduced","none","none","none",3,"productivity"
"141",9,3,"primary","poor","United Kingdom","England","mixed arable/pastoral","upland","upland grassland, improved grassland",1985,1987,"correlative","lapwing","N","none","none","none","none","none","reduced","none","applied","none","none","none","applied","none","none","none","","productivity (nest level)","nest survival",91.8,78,"nest survival (Mayfield)","percentage to proportion",0.92,0.78,"-0.15","Y","negative","individual","large","frequentist","univariate","t-test","-0.161945517","-0.15","",0,1,-1,"applied","reduced","none","none","none",3,"productivity"
"142",10,1,"primary","medium","United Kingdom","Scotland","unenclosed","upland","moorland, upland grassland",1992,2006,"semi-experimental","lapwing","Y","none","none","none","none","none","none","none","none","none","none","none","none","none","reduced","none","","abundance","breeding density (birds/km^2)",0.38,0.01,"number of individuals /100ha","calculated by /100",0.38,0.01,"-0.97","Y","negative","field/plot/site","small","frequentist","multivariate","multivariate regression","-0.545511182","-0.97","",0,1,-1,"none","none","none","none","none",15,"abundance"
"143",10,2,"primary","medium","United Kingdom","Scotland","unenclosed","upland","moorland, upland grassland",1992,2006,"semi-experimental","snipe","Y","none","none","none","none","none","none","none","none","none","none","none","none","none","reduced","none","","abundance","breeding density (birds/km^2)",0.06,0.18,"number of individuals /100ha","calculated by /100",0.06,0.18,"2","Y","positive","field/plot/site","small","frequentist","multivariate","multivariate regression","0.194156014","2","",1,0,1,"none","none","none","none","none",15,"abundance"
"144",10,3,"primary","medium","United Kingdom","Scotland","unenclosed","upland","moorland, upland grassland",1992,2006,"semi-experimental","curlew","Y","none","none","none","none","none","none","none","none","none","none","none","none","none","reduced","none","","abundance","breeding density (birds/km^2)",1.77,0.71,"number of individuals /100ha","calculated by /100",1.77,0.71,"-0.6","Y","negative","field/plot/site","small","frequentist","multivariate","multivariate regression","-0.629159472","-0.6","",0,1,-1,"none","none","none","none","none",15,"abundance"
"145",11,1,"primary","medium","Hungary","Great Plain","pastoral","natural/semi-natural grassland","lowland grassland",2003,2003,"semi-experimental","redshank","Y","none","none","none","none","none","none","applied","none","none","none","none","none","none","none","none","intensive cattle > 1/ha","abundance","breeding density (birds/12.5 ha plot)",29.33,14.67,"number of individuals /100ha","calculated by *8",234.67,117.33,"-0.5","N","negative","field/plot/site","medium","frequentist","multivariate","multivariate regression","-0.676526299","-0.5","",0,0,0,"none","none","none","none","none",1,"abundance"
"146",12,1,"primary","medium","Germany","Brandenburg","mixed arable/pastoral","natural/semi-natural grassland","lowland wet grassland",1997,2002,"correlative","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","restricted","none","none","none","increased water table","productivity (nest + chick)","fledglings per breeding pair",NA,NA,"","",NA,NA,"","Y","positive","individual","medium","frequentist","univariate","univariate regression","","","",1,0,1,"none","applied","none","none","none",6,"productivity"
"147",12,2,"primary","medium","Germany","Brandenburg","mixed arable/pastoral","natural/semi-natural grassland","lowland wet grassland",1998,2000,"correlative","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","restricted","applied","none","none","increased water table","productivity (nest + chick)","fledglings per breeding pair",NA,NA,"","",NA,NA,"","N","none","individual","medium","frequentist","univariate","univariate regression","","","",0,0,0,"none","applied","none","none","none",3,"productivity"
"148",12,3,"primary","medium","Germany","Brandenburg","mixed arable/pastoral","natural/semi-natural grassland","lowland wet grassland",1998,2000,"correlative","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","restricted","none","none","none","some drainage","productivity (nest + chick)","fledglings per breeding pair",0.35,0.19,"fledglings per breeding pair","",0.35,0.19,"-0.46","U","negative","individual","medium","frequentist","univariate","univariate regression","-0.208544752","-0.46","",0,0,0,"none","applied","none","none","none",3,"productivity"
"149",12,3,"primary","medium","Germany","Brandenburg","mixed arable/pastoral","natural/semi-natural grassland","lowland wet grassland",1998,2000,"correlative","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","restricted","none","none","none","some drainage","productivity (nest level)","nest survival",0.224,0.188,"nest survival (Mayfield)","",0.224,0.188,"-0.16","N","negative","individual","medium","frequentist","univariate","univariate regression","-0.051002554","-0.16","",0,0,0,"none","applied","none","none","none",3,"productivity"
"150",12,4,"primary","medium","Germany","Brandenburg","mixed arable/pastoral","natural/semi-natural grassland","lowland wet grassland",1998,2000,"correlative","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","restricted","applied","none","none","spring flooding, then some drainage","productivity (nest + chick)","fledglings per breeding pair",0.35,0.76,"fledglings per breeding pair","",0.35,0.76,"1.17","U","positive","individual","medium","frequentist","univariate","univariate regression","0.39363065","1.17","",0,0,0,"none","applied","none","none","none",3,"productivity"
"151",12,4,"primary","medium","Germany","Brandenburg","mixed arable/pastoral","natural/semi-natural grassland","lowland wet grassland",1998,2000,"correlative","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","restricted","applied","none","none","spring flooding, then some drainage","productivity (nest level)","nest survival",0.224,0.626,"nest survival (Mayfield)","",0.224,0.626,"1.79","Y","positive","individual","medium","frequentist","univariate","univariate regression","0.441635416","1.79","",1,0,1,"none","applied","none","none","none",3,"productivity"
"152",12,5,"primary","medium","Germany","Brandenburg","mixed arable/pastoral","natural/semi-natural grassland","lowland wet grassland",1998,2000,"correlative","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","restricted","none","none","none","some drainage","productivity (nest + chick)","fledglings per breeding pair",0.21,0.35,"fledglings per breeding pair","",0.21,0.35,"0.67","U","positive","individual","medium","frequentist","univariate","univariate regression","0.179971379","0.67","",0,0,0,"none","applied","none","none","none",3,"productivity"
"153",12,5,"primary","medium","Germany","Brandenburg","mixed arable/pastoral","natural/semi-natural grassland","lowland wet grassland",1998,2000,"correlative","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","restricted","none","none","none","some drainage","productivity (nest level)","nest survival",0.139,0.163,"nest survival (Mayfield)","",0.139,0.163,"0.17","N","positive","individual","medium","frequentist","univariate","univariate regression","0.036870536","0.17","",0,0,0,"none","applied","none","none","none",3,"productivity"
"154",12,6,"primary","medium","Germany","Brandenburg","mixed arable/pastoral","natural/semi-natural grassland","lowland wet grassland",1998,2000,"correlative","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","restricted","applied","none","none","spring flooding, then some drainage","productivity (nest + chick)","fledglings per breeding pair",0.21,0.23,"fledglings per breeding pair","",0.21,0.23,"0.1","U","positive","individual","medium","frequentist","univariate","univariate regression","0.027779564","0.1","",0,0,0,"none","applied","none","none","none",3,"productivity"
"155",12,6,"primary","medium","Germany","Brandenburg","mixed arable/pastoral","natural/semi-natural grassland","lowland wet grassland",1998,2000,"correlative","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","restricted","applied","none","none","spring flooding, then some drainage","productivity (nest level)","nest survival",0.139,0.206,"nest survival (Mayfield)","",0.139,0.206,"0.48","N","positive","individual","medium","frequentist","univariate","univariate regression","0.099710783","0.48","",0,0,0,"none","applied","none","none","none",3,"productivity"
"156",12,7,"primary","medium","Germany","Brandenburg","mixed arable/pastoral","natural/semi-natural grassland","lowland wet grassland",1998,2000,"correlative","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","restricted","none","none","none","some drainage","productivity (nest + chick)","fledglings per breeding pair",0.08,0.24,"fledglings per breeding pair","",0.08,0.24,"2","U","positive","individual","medium","frequentist","univariate","univariate regression","0.243622083","2","",0,0,0,"none","applied","none","none","none",3,"productivity"
"157",12,7,"primary","medium","Germany","Brandenburg","mixed arable/pastoral","natural/semi-natural grassland","lowland wet grassland",1998,2000,"correlative","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","restricted","none","none","none","some drainage","productivity (nest level)","nest survival",0.119,0.233,"nest survival (Mayfield)","",0.119,0.233,"0.96","N","positive","individual","medium","frequentist","univariate","univariate regression","0.169040429","0.96","",0,0,0,"none","applied","none","none","none",3,"productivity"
"158",12,8,"primary","medium","Germany","Brandenburg","mixed arable/pastoral","natural/semi-natural grassland","lowland wet grassland",1998,2000,"correlative","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","restricted","applied","none","none","spring flooding, then some drainage","productivity (nest + chick)","fledglings per breeding pair",0.08,0.12,"fledglings per breeding pair","",0.08,0.12,"0.5","U","positive","individual","medium","frequentist","univariate","univariate regression","0.066691374","0.5","",0,0,0,"none","applied","none","none","none",3,"productivity"
"159",12,8,"primary","medium","Germany","Brandenburg","mixed arable/pastoral","natural/semi-natural grassland","lowland wet grassland",1998,2000,"correlative","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","restricted","applied","none","none","spring flooding, then some drainage","productivity (nest level)","nest survival",0.119,0.037,"nest survival (Mayfield)","",0.119,0.037,"-0.69","Y","negative","individual","medium","frequentist","univariate","univariate regression","-0.142107178","-0.69","",0,1,-1,"none","applied","none","none","none",3,"productivity"
"160",13,1,"primary","good","United Kingdom","Northern Ireland","unenclosed","natural/semi-natural grassland","wet heath, upland grassland, lowland grassland",2006,2007,"experimental","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","ferret and crow removal","productivity (nest level)","daily survival rate",0.995,0.996,"nest survival (Mayfield)","calculated using 28 days incubation + 5 days laying",0.85,0.88,"0.03","U","none","individual","small","model selection","multivariate","AIC","0.000668673","0","",0,0,0,"none","none","none","none","none",2,"productivity"
"161",13,2,"primary","good","United Kingdom","Northern Ireland","unenclosed","natural/semi-natural grassland","wet heath, upland grassland, lowland grassland",2006,2007,"experimental","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","ferret and crow removal","productivity (chick level)","daily survival rate",NA,NA,"","",NA,NA,"","U","none","individual","small","model selection","multivariate","AIC","","","",0,0,0,"none","none","none","none","none",2,"productivity"
"162",14,1,"primary","good","United Kingdom","England and Wales","pastoral","natural/semi-natural grassland","lowland wet grassland",1996,2003,"experimental","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","fox and crow removal","abundance change","population trend",NA,NA,"","",NA,NA,"","N","none","individual","small","frequentist","multivariate","GLM","","","",0,0,0,"none","none","none","none","none",8,"abundance"
"163",14,2,"primary","good","United Kingdom","England and Wales","pastoral","natural/semi-natural grassland","lowland wet grassland",1996,2003,"experimental","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","fox and crow removal","productivity (nest level)","nest survival",NA,NA,"","",NA,NA,"","N","no data","individual","large","frequentist","multivariate","GLMM","","","",0,0,0,"none","none","none","none","none",8,"productivity"
"164",14,3,"primary","good","United Kingdom","England and Wales","pastoral","natural/semi-natural grassland","lowland wet grassland",1996,2003,"experimental","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","fox and crow removal","productivity (nest level)","nest survival",NA,NA,"","",NA,NA,"","Y","positive","individual","large","frequentist","multivariate","GLMM","","","",1,0,1,"none","none","none","none","none",8,"productivity"
"165",14,4,"primary","good","United Kingdom","England and Wales","pastoral","natural/semi-natural grassland","lowland wet grassland",1996,2003,"experimental","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","fox and crow removal","productivity (chick level)","chick survival",NA,NA,"","",NA,NA,"","N","none","individual","large","frequentist","multivariate","GLMM","","","",0,0,0,"none","none","none","none","none",8,"productivity"
"166",14,5,"primary","good","United Kingdom","England and Wales","pastoral","natural/semi-natural grassland","lowland wet grassland",1996,2003,"experimental","lapwing","N","none","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","fox and crow removal","productivity (nest + chick)","percentage of adults with young",0.155,0.343,"proportion pairs with chicks","",0.16,0.34,"1.21","Y","positive","individual","large","frequentist","multivariate","GLM","0.252331722","1.21","",1,0,1,"none","none","none","none","none",8,"productivity"
"167",15,1,"primary","medium","United Kingdom","England","mixed arable/pastoral","farmland","lowland grassland",1999,2000,"semi-experimental","lapwing","Y","applied","none","none","none","none","none","none","none","none","none","none","none","none","none","none","","abundance change","change in breeding density",NA,NA,"","",NA,NA,"","Y","positive","field/plot/site","small","frequentist","multivariate","GLM","","","",1,0,1,"none","none","none","none","basic",2,"abundance"
"168",16,5,"primary","good","Netherlands","","pastoral","farmland","lowland grassland",1990,2002,"semi-experimental","oystercatcher","Y","applied","none","none","none","none","reduced","none","restricted","none","none","none","none","none","none","none","","abundance change","slope of change in density over time",NA,NA,"","",NA,NA,"","N","none","field/plot/site","large","frequentist","multivariate","GLM","","","",0,0,0,"reduced","none","none","none","basic",13,"abundance"
"169",16,6,"primary","good","Netherlands","","pastoral","farmland","lowland grassland",1990,2002,"semi-experimental","black-tailed godwit","Y","applied","none","none","none","none","reduced","none","restricted","none","none","none","none","none","none","none","","abundance change","slope of change in density over time",NA,NA,"","",NA,NA,"","N","none","field/plot/site","large","frequentist","multivariate","GLM","","","",0,0,0,"reduced","none","none","none","basic",13,"abundance"
"170",16,7,"primary","good","Netherlands","","pastoral","farmland","lowland grassland",1990,2002,"semi-experimental","lapwing","Y","applied","none","none","none","none","reduced","none","restricted","none","none","none","none","none","none","none","","abundance change","slope of change in density over time",NA,NA,"","",NA,NA,"","Y","negative","field/plot/site","large","frequentist","multivariate","GLM","","","",0,1,-1,"reduced","none","none","none","basic",13,"abundance"
"171",16,8,"primary","good","Netherlands","","pastoral","farmland","lowland grassland",1990,2002,"semi-experimental","redshank","Y","applied","none","none","none","none","reduced","none","restricted","none","none","none","none","none","none","none","","abundance change","slope of change in density over time",NA,NA,"","",NA,NA,"","Y","negative","field/plot/site","large","frequentist","multivariate","GLM","","","",0,1,-1,"reduced","none","none","none","basic",13,"abundance"
"172",17,1,"primary","good","United Kingdom","England","arable","farmland","",2008,2011,"semi-experimental","lapwing","Y","applied","none","applied","none","none","none","none","none","none","none","none","none","none","none","none","","abundance change","percent change in density",-88,27,"","",NA,NA,"","Y","positive","field/plot/site","medium","frequentist","multivariate","GLMM","","","",1,0,1,"none","none","none","none","higher",4,"abundance"
"173",17,2,"primary","good","United Kingdom","England","arable","farmland","",2008,2011,"semi-experimental","lapwing","Y","none","none","none","none","none","none","none","none","none","none","none","none","none","none","fallow/set-aside","","abundance change","percent change in density",NA,NA,"","",NA,NA,"","N","positive","field/plot/site","medium","frequentist","univariate","GLMM","","","",0,0,0,"none","none","none","none","none",4,"abundance"
"174",17,3,"primary","good","United Kingdom","England","arable","farmland","",2008,2011,"semi-experimental","lapwing","Y","none","none","none","none","none","none","none","none","none","none","none","none","none","none","fallow/set-aside","","abundance","breeding density (birds/km^2)",NA,NA,"","",NA,NA,"","Y","positive","field/plot/site","medium","frequentist","univariate","GLMM","","","",1,0,1,"none","none","none","none","none",4,"abundance"
"175",18,1,"primary","poor","France","","pastoral","farmland","lowland wet grassland",1981,2012,"descriptive","curlew","Y","applied","none","none","none","none","reduced","none","none","none","none","none","none","none","none","none","","abundance","number of breeding pairs in study area",480,670,"number of individuals/pairs (ratio)","",480,670,"0.4","U","positive","time period","small","","univariate","descriptive","0.333196474","0.4","Y",0,0,0,"none","none","none","none","basic",32,"abundance"
"176",19,1,"primary","medium","United Kingdom","Scotland","unenclosed","upland","moorland, bog, upland grassland",2002,2011,"semi-experimental","curlew","Y","none","none","none","none","none","none","reduced","none","none","none","none","removed","applied","applied","winter management","","abundance","breeding density (birds/km^2)",NA,NA,"","",NA,NA,"","N","none","field/plot/site","large","frequentist","multivariate","GAM","","","",0,0,0,"none","applied","none","none","none",10,"abundance"
"177",19,2,"primary","medium","United Kingdom","Scotland","unenclosed","upland","moorland, bog, upland grassland",2002,2011,"semi-experimental","snipe","Y","none","none","none","none","none","none","reduced","none","none","none","none","removed","applied","applied","winter management","","abundance","breeding density (birds/km^2)",NA,NA,"","",NA,NA,"","N","none","field/plot/site","large","frequentist","multivariate","GAM","","","",0,0,0,"none","applied","none","none","none",10,"abundance"
"178",20,1,"primary","poor","United Kingdom","England","arable","farmland","arable",2007,2007,"correlative","lapwing","N","applied","none","applied","none","none","none","none","none","removed","none","none","none","none","none","fallow/set-aside","","occupancy","percentage occurrence",22.5,29,"occurrence/occupancy probability","percentage to proportion",0.23,0.29,"0.29","N","positive","field/plot/site","large","frequentist","univariate","chi square","0.248896047","0.29","Y",0,0,0,"reduced","none","none","none","higher",1,"occupancy"
"179",21,1,"primary","medium","United Kingdom","England","arable","farmland","arable",2005,2008,"correlative","lapwing","Y","applied","none","none","none","none","none","none","none","none","none","none","none","none","none","none","","abundance","breeding density (birds/km^2)",NA,NA,"","",NA,NA,"","N","none","field/plot/site","large","frequentist","multivariate","GLM","","","",0,0,0,"none","none","none","none","basic",4,"abundance"
"180",21,2,"primary","medium","United Kingdom","England","pastoral","farmland","arable",2005,2008,"correlative","lapwing","Y","applied","none","none","none","none","none","none","none","none","none","none","none","none","none","none","","abundance","breeding density (birds/km^2)",NA,NA,"","",NA,NA,"","Y","negative","field/plot/site","large","frequentist","multivariate","GLM","","","",0,1,-1,"none","none","none","none","basic",4,"abundance"
"181",21,3,"primary","medium","United Kingdom","England","mixed arable/pastoral","farmland","arable",2005,2008,"correlative","lapwing","Y","applied","none","none","none","none","none","none","none","none","none","none","none","none","none","none","","abundance","breeding density (birds/km^2)",NA,NA,"","",NA,NA,"","N","negative","field/plot/site","large","frequentist","multivariate","GLM","","","",0,0,0,"none","none","none","none","basic",4,"abundance"
"182",22,1,"primary","medium","United Kingdom","England and Scotland","unenclosed","upland","moorland, upland grassland",1999,2010,"correlative","curlew","N","none","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","","abundance change","log ratio population change",-0.65,0.25,"","",NA,NA,"","Y","positive","field/plot/site","medium","frequentist","multivariate","multivariate regression","#NUM!","1.38","Y",1,0,1,"none","none","none","none","none",12,"abundance"
"183",22,2,"primary","medium","United Kingdom","England and Scotland","unenclosed","upland","moorland, upland grassland",1999,2010,"correlative","curlew","N","none","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","","productivity (nest level)","percentage of adults with young",0.28,0.53,"","",NA,NA,"","Y","positive","field/plot/site","medium","frequentist","multivariate","GLM","0.278020162","0.89","Y",1,0,1,"none","none","none","none","none",12,"productivity"
"184",23,1,"primary","poor","France","French Atlantic coast","pastoral","natural/semi-natural grassland","lowland wet grassland",2004,2004,"correlative","lapwing","Y","none","none","none","none","none","none","none","applied","none","none","none","none","none","none","none","","occupancy","presence/absence",NA,NA,"","",NA,NA,"","Y","negative","field/plot/site","medium","frequentist","multivariate","GLMM","","","",0,1,-1,"applied","none","none","none","none",1,"occupancy"
"185",23,2,"primary","poor","France","French Atlantic coast","pastoral","natural/semi-natural grassland","lowland wet grassland",2004,2004,"correlative","lapwing","Y","none","none","none","none","none","none","applied","none","none","none","none","none","none","none","none","autumn and early spring cattle grazing","occupancy","presence/absence",NA,NA,"","",NA,NA,"","Y","positive","field/plot/site","medium","frequentist","multivariate","GLMM","","","",1,0,1,"none","none","none","none","none",1,"occupancy"
"186",23,3,"primary","poor","France","French Atlantic coast","pastoral","natural/semi-natural grassland","lowland wet grassland",2004,2004,"correlative","redshank","Y","none","none","none","none","none","none","applied","none","none","none","none","none","none","none","none","mid-spring cattle grazing","occupancy","presence/absence",NA,NA,"","",NA,NA,"","Y","positive","field/plot/site","medium","frequentist","multivariate","GLMM","","","",1,0,1,"none","none","none","none","none",1,"occupancy"
"187",23,4,"primary","poor","France","French Atlantic coast","pastoral","natural/semi-natural grassland","lowland wet grassland",2004,2004,"correlative","redshank","Y","none","none","none","none","none","none","none","applied","none","none","none","none","none","none","none","","occupancy","presence/absence",NA,NA,"","",NA,NA,"","N","none","field/plot/site","medium","frequentist","multivariate","GLMM","","","",0,0,0,"applied","none","none","none","none",1,"occupancy"
"188",24,1,"primary","good","United Kingdom","Norfolk","pastoral","natural/semi-natural grassland","lowland wet grassland",2005,2006,"correlative","lapwing","Y","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","none","footdrain flood density","occupancy","presence/absence",NA,NA,"","",NA,NA,"","Y","positive","field/plot/site","medium","frequentist","multivariate","GLM","","","",1,0,1,"none","applied","none","none","none",2,"occupancy"
"189",24,2,"primary","good","United Kingdom","Norfolk","pastoral","natural/semi-natural grassland","lowland wet grassland",2005,2006,"correlative","lapwing","Y","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","none","footdrain density","occupancy","presence/absence",NA,NA,"","",NA,NA,"","N","none","field/plot/site","medium","frequentist","multivariate","GLM","","","",0,0,0,"none","applied","none","none","none",2,"occupancy"
"190",24,3,"primary","good","United Kingdom","Norfolk","pastoral","natural/semi-natural grassland","lowland wet grassland",2005,2006,"correlative","lapwing","Y","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","none","pool density","occupancy","presence/absence",NA,NA,"","",NA,NA,"","N","none","field/plot/site","medium","frequentist","multivariate","GLM","","","",0,0,0,"none","applied","none","none","none",2,"occupancy"
"191",24,4,"primary","good","United Kingdom","Norfolk","pastoral","natural/semi-natural grassland","lowland wet grassland",2005,2006,"correlative","lapwing","Y","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","none","footdrain flood density","abundance","breeding density (pairs/ha)",NA,NA,"","",NA,NA,"","Y","positive","field/plot/site","medium","frequentist","multivariate","GLM","","","",1,0,1,"none","applied","none","none","none",2,"abundance"
"192",24,5,"primary","good","United Kingdom","Norfolk","pastoral","natural/semi-natural grassland","lowland wet grassland",2005,2006,"correlative","lapwing","Y","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","none","footdrain density","abundance","breeding density (pairs/ha)",NA,NA,"","",NA,NA,"","N","none","field/plot/site","medium","frequentist","multivariate","GLM","","","",0,0,0,"none","applied","none","none","none",2,"abundance"
"193",24,6,"primary","good","United Kingdom","Norfolk","pastoral","natural/semi-natural grassland","lowland wet grassland",2005,2006,"correlative","lapwing","Y","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","none","pool density","abundance","breeding density (pairs/ha)",NA,NA,"","",NA,NA,"","N","none","field/plot/site","medium","frequentist","multivariate","GLM","","","",0,0,0,"none","applied","none","none","none",2,"abundance"
"194",24,7,"primary","good","United Kingdom","Norfolk","pastoral","natural/semi-natural grassland","lowland wet grassland",2005,2006,"correlative","lapwing","Y","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","none","footdrain flood density","productivity (chick level)","chick density",NA,NA,"","",NA,NA,"","N","none","field/plot/site","medium","frequentist","multivariate","GLM","","","",0,0,0,"none","applied","none","none","none",2,"productivity"
"195",24,8,"primary","good","United Kingdom","Norfolk","pastoral","natural/semi-natural grassland","lowland wet grassland",2005,2006,"correlative","lapwing","Y","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","none","footdrain density","productivity (chick level)","chick density",NA,NA,"","",NA,NA,"","Y","positive","field/plot/site","medium","frequentist","multivariate","GLM","","","",1,0,1,"none","applied","none","none","none",2,"productivity"
"196",24,9,"primary","good","United Kingdom","Norfolk","pastoral","natural/semi-natural grassland","lowland wet grassland",2005,2006,"correlative","lapwing","Y","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","none","pool density","productivity (chick level)","chick density",NA,NA,"","",NA,NA,"","N","none","field/plot/site","medium","frequentist","multivariate","GLM","","","",0,0,0,"none","applied","none","none","none",2,"productivity"
"197",25,1,"primary","good","United Kingdom","England","pastoral","upland","moorland, upland grassland",2000,2008,"experimental","lapwing","Y","none","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","","productivity (nest + chick)","percentage of pairs with fledged young",19,57,"proportion pairs with chicks","percentage to proportion",0.19,0.57,"2","Y","positive","field/plot/site","small","frequentist","multivariate","GLM","1.081370482","2","",1,0,1,"none","none","none","none","none",9,"productivity"
"198",25,2,"primary","good","United Kingdom","England","unenclosed","upland","moorland, upland grassland",2000,2008,"experimental","curlew","Y","none","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","","productivity (nest + chick)","percentage of pairs with fledged young",15,51,"proportion pairs with chicks","percentage to proportion",0.15,0.51,"2.4","Y","positive","field/plot/site","small","frequentist","multivariate","GLM","1.200741784","2.4","",1,0,1,"none","none","none","none","none",9,"productivity"
"199",25,3,"primary","good","United Kingdom","England","unenclosed","upland","moorland, upland grassland",2000,2008,"experimental","lapwing","Y","none","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","","abundance change","additive trend per year, percent change in density",-36,66,"","percentage to proportion",0.64,1.66,"1.59","Y","positive","field/plot/site","small","frequentist","multivariate","GLM","#NUM!","2.83","",1,0,1,"none","none","none","none","none",9,"abundance"
"200",25,4,"primary","good","United Kingdom","England","unenclosed","upland","moorland, upland grassland",2000,2008,"experimental","curlew","Y","none","none","none","none","none","none","none","none","none","none","none","none","none","applied","none","","abundance change","additive trend per year, percent change in density",-17,14,"","percentage to proportion",0.83,1.14,"0.37","Y","positive","field/plot/site","small","frequentist","multivariate","GLM","#NUM!","1.82","",1,0,1,"none","none","none","none","none",9,"abundance"
